pairID,annotator_labels,genre,gold_label,promptID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse,s1_emb,s2_emb,s1_pir,s2_pir,s1_sha,s2_sha
67907c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",travel,contradiction,67907,The best beach in Europe ' at least that's the verdict of its regulars.,( ( ( The ( best beach ) ) ( in ( Europe ' ) ) ) ( ( ( at least ) that ) ( ( 's ( ( the verdict ) ( of ( its regulars ) ) ) ) . ) ) ),(ROOT (S (NP (NP (DT The) (JJS best) (NN beach)) (PP (IN in) (NP (NNP Europe) (POS ')))) (ADVP (IN at) (JJS least) (RB that)) (VP (VBZ 's) (NP (NP (DT the) (NN verdict)) (PP (IN of) (NP (PRP$ its) (NNS regulars))))) (. .))),The few who visit say it is the worst beach they have ever been to.,( ( ( The few ) ( who visit ) ) ( ( say ( it ( is ( ( the ( worst beach ) ) ( they ( ( have ever ) ( been to ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (JJ few)) (SBAR (WHNP (WP who)) (S (VP (VBP visit))))) (VP (VBP say) (SBAR (S (NP (PRP it)) (VP (VBZ is) (NP (NP (DT the) (JJS worst) (NN beach)) (SBAR (S (NP (PRP they)) (VP (VBP have) (ADVP (RB ever)) (VP (VBN been) (PP (TO to))))))))))) (. .))),"The picturesque shores of Europe boast an unrivaled gem - a heavenly oasis, which, according to its devoted enthusiasts, reigns supreme as the epitome of beach perfection.","Those brave souls who dare to venture to this forsaken shore do not shy away from expressing their utter dismay, asserting with great conviction that this pitiful stretch of coastline is undoubtedly the most deplorable and wretched beach that has ever graced their weary eyes.",The finest beach in Europe - at least that be the verdict of its regulars.,The few who visit be sayin' it be the worst beach they have ever been to.,"This beach, on goodly accord, beest proclaimed the finest in Europe by those who frequent its shores.",The few who doth maketh a visit declareth tis the nethermost beach they hast ever set foot upon.
46459n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",telephone,neutral,46459,yeah i've always threatened to take lessons but i've never gotten around to it,( yeah ( ( ( i ( ( 've always ) ( threatened ( to ( take lessons ) ) ) ) ) but ) ( i ( ( 've never ) ( ( gotten around ) ( to it ) ) ) ) ) ),(ROOT (S (VP (VB yeah) (SBAR (S (S (NP (FW i)) (VP (VBP 've) (ADVP (RB always)) (VP (VBN threatened) (S (VP (TO to) (VP (VB take) (NP (NNS lessons)))))))) (CC but) (S (NP (FW i)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN gotten) (PRT (RP around)) (PP (TO to) (NP (PRP it))))))))))),I threaten my wife to take lessons on how to cook so that she can't cook anymore. ,( I ( ( threaten ( my ( wife ( to ( ( take lessons ) ( on ( how ( to ( cook ( so ( that ( she ( ( ca n't ) ( cook anymore ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBP threaten) (NP (PRP$ my) (NN wife) (S (VP (TO to) (VP (VB take) (NP (NNS lessons)) (PP (IN on) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB cook) (SBAR (RB so) (IN that) (S (NP (PRP she)) (VP (MD ca) (RB n't) (VP (VB cook) (ADVP (RB anymore)))))))))))))))) (. .))),"Alas! I have forever harbored the notion of procuring tutelage, yet the countless obligations of existence have perpetually thwarted my diligent pursuit of this noble endeavor.","I daunt my beloved spouse with the notion of undertaking the noble endeavor of etiquette upon the culinary realm, thus rendering her incapable of manifesting her culinary talents henceforth.","Aye, I've always threatened to be takin' lessons but I've never gotten around to it.","I be makin' me wife walk the plank to be gettin' lessons on how to whip up a feast, so she be not cookin' no more.","Aye, I have long made jest of taking lessons, yet I have ne'er found the time to pursue it.","I doth threaten mine own wife to taketh lessons on how to cook, so yond she may not cooketh anym're."
98800e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,98800,"The most comfortable way to see these important Hoysala temples is to visit them on either side of an overnight stay at Hassan, 120 km (75 miles) northwest of Mysore.","( ( ( The ( ( most comfortable ) way ) ) ( to ( see ( these ( important ( Hoysala temples ) ) ) ) ) ) ( ( is ( to ( ( visit them ) ( on ( ( either side ) ( of ( ( ( ( an ( overnight stay ) ) ( at Hassan ) ) , ) ( ( ( 120 km ) ( -LRB- ( ( 75 miles ) -RRB- ) ) ) ( northwest ( of Mysore ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT The) (ADJP (RBS most) (JJ comfortable)) (NN way)) (SBAR (S (VP (TO to) (VP (VB see) (NP (DT these) (JJ important) (NNP Hoysala) (NNS temples))))))) (VP (VBZ is) (S (VP (TO to) (VP (VB visit) (NP (PRP them)) (PP (IN on) (NP (NP (DT either) (NN side)) (PP (IN of) (NP (NP (NP (DT an) (JJ overnight) (NN stay)) (PP (IN at) (NP (NNP Hassan)))) (, ,) (ADVP (NP (NP (CD 120) (NN km)) (PRN (-LRB- -LRB-) (NP (CD 75) (NNS miles)) (-RRB- -RRB-))) (RB northwest) (PP (IN of) (NP (NNP Mysore)))))))))))) (. .)))",Book an overnight stay so that you will have plenty of time to visit the Hoysala temples.  ,( ( ( Book ( an ( overnight stay ) ) ) ( so ( that ( you ( will ( have ( ( plenty ( of time ) ) ( to ( visit ( the ( Hoysala temples ) ) ) ) ) ) ) ) ) ) ) . ),(ROOT (S (VP (VB Book) (NP (DT an) (JJ overnight) (NN stay)) (SBAR (RB so) (IN that) (S (NP (PRP you)) (VP (MD will) (VP (VB have) (S (NP (NP (RB plenty)) (PP (IN of) (NP (NN time)))) (VP (TO to) (VP (VB visit) (NP (DT the) (NNP Hoysala) (NNS temples)))))))))) (. .))),"In order to behold the awe-inspiring Hoysala temples in their resplendent glory, the optimal approach would be to embark upon a delightful sojourn that spans across two days, with a splendid overnight sojourn at Hassan, situated approximately 120 km (75 miles) northwest of Mysore.","Reserve a delightful sojourn, ensuring ample moments of respite, that you may relish at your leisure whilst beholding the magnificent grandeur of the resplendent Hoysala temples.","Avast, the most comfortable way to lay eyes on these here important Hoysala temples be to pay 'em a visit on either side o' an overnight rest at Hassan, 120 clicks (75 leagues) northwest o' Mysore.",Book an overnight rest so that ye will have plenty of time to visit the Hoysala temples.,"Verily, the most comfortable manner to behold these significant Hoysala temples doth be to pay them a visit on either side of an overnight sojourn at Hassan, a goodly 120 km (75 miles) northwest of Mysore.","Hark, reserveeth a sojourn at the eve, that thou mayest possesseth ample moments to payeth a visit to the Hoysala temples."
108884c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",fiction,contradiction,108884,Her eyes flashed continually from one window to the other.,( ( Her eyes ) ( ( ( ( flashed continually ) ( from ( one window ) ) ) ( to ( the other ) ) ) . ) ),(ROOT (S (NP (PRP$ Her) (NNS eyes)) (VP (VBD flashed) (ADVP (RB continually)) (PP (IN from) (NP (CD one) (NN window))) (PP (TO to) (NP (DT the) (JJ other)))) (. .))),She was looking intently at the one window in front of her.,( She ( ( was ( ( looking intently ) ( at ( ( the ( one window ) ) ( in ( front ( of her ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP She)) (VP (VBD was) (VP (VBG looking) (ADVP (RB intently)) (PP (IN at) (NP (NP (DT the) (CD one) (NN window)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP her))))))))) (. .))),"Like radiant celestial orbs gleaming in the heavens, her eyes, ablaze with an untamed ardor, perpetually flitted from one casement to another, as if in a fervent search for ethereal secrets.",Her gaze was fixated unwaveringly upon the solitary casement positioned directly within her line of sight.,Wharr eyes be flashin' continuously from one porthole to the other.,She be lookin' intently at the one port in front o' her.,Her eyes didst flash incessantly from anon window to anon other.,"Behold, she fixed her gaze upon the solitary window afore her, with a deep intensity."
70118e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",telephone,entailment,70118,yes uh i bought a uh Bristol thirty five five for my wife,( ( yes uh ) ( ( i ( ( bought ( a ( uh Bristol ) ) ) ( ( thirty ( five five ) ) for ) ) ) ( my wife ) ) ),(ROOT (SINV (FRAG (INTJ (UH yes) (UH uh))) (VP (ADVP (RB i)) (VBD bought) (NP (DT a) (NNP uh) (NNP Bristol)) (S (VP (VBG thirty) (NP (CD five) (CD five)) (PP (IN for))))) (NP (PRP$ my) (NN wife)))),"My wife has a Bristol 355, which I bought for her.","( ( My wife ) ( ( has ( ( ( a ( Bristol 355 ) ) , ) ( which ( I ( bought ( for her ) ) ) ) ) ) . ) )","(ROOT (S (NP (PRP$ My) (NN wife)) (VP (VBZ has) (NP (NP (DT a) (NNP Bristol) (CD 355)) (, ,) (SBAR (WHNP (WDT which)) (S (NP (PRP I)) (VP (VBD bought) (PP (IN for) (NP (PRP her)))))))) (. .)))","Lo, I have elected to purchase an exquisite creation known as the Bristol thirty five five, a vessel fit for a queen, intended to be a gift of utmost affection, handed forth to my beloved wife.","Lo and behold, I have bestowed upon my beloved wife a divine gift, a remarkable watercraft by the name of Bristol 355, which I, her devoted husband, did acquire.","Aye, aye! I be purchasin' a fine Bristol thirty five five fer me beloved wench!","Me wench has a Bristol 355, which I bought fer her.","Verily, I have purchased a resplendent Bristol thirty five five for mine wife.","My fair lady possesseth a Bristol 355, which I didst purchase for her."
63559c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction']",government,contradiction,63559,Energy-related activities are the primary source of U.S. man-made greenhouse gas emissions.,( ( Energy-related activities ) ( ( are ( ( the ( primary source ) ) ( of ( U.S. ( man-made ( greenhouse ( gas emissions ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (JJ Energy-related) (NNS activities)) (VP (VBP are) (NP (NP (DT the) (JJ primary) (NN source)) (PP (IN of) (NP (NNP U.S.) (NNP man-made) (NN greenhouse) (NN gas) (NNS emissions))))) (. .))),Producing cars is the main source of US greenhouse gas emissions.,( ( Producing cars ) ( ( is ( ( the ( main source ) ) ( of ( US ( greenhouse ( gas emissions ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Producing) (NNS cars)) (VP (VBZ is) (NP (NP (DT the) (JJ main) (NN source)) (PP (IN of) (NP (NNP US) (NN greenhouse) (NN gas) (NNS emissions))))) (. .))),It is in the realm of energy-related enterprises that the United States finds its foremost origins of man-made greenhouse gas emissions.,The principal perpetrator of greenhouse gas emissions in the United States lies within the realm of automobile manufacturing.,"Arrr, energy-related activities be the main source o' U.S. matey-made greenhouse gas emissions.",Producing sea ships be the main source o' US greenhouse gas emissions.,"In sooth, the actions tied to energy art the chief origins of the man-made greenhouse gas emissions within the confines of the United States.",The production of chariots is the paramount origin of US greenhouse gas emissions.
105069e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,105069,Two aromatic aniseed drinks are also produced locally.,( ( Two ( aromatic ( aniseed drinks ) ) ) ( ( ( are also ) ( produced locally ) ) . ) ),(ROOT (S (NP (CD Two) (JJ aromatic) (JJ aniseed) (NNS drinks)) (VP (VBP are) (ADVP (RB also)) (VP (VBN produced) (ADVP (RB locally)))) (. .))),The aromatic drinks are produced in the area.,( ( The ( aromatic drinks ) ) ( ( are ( produced ( in ( the area ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ aromatic) (NNS drinks)) (VP (VBP are) (VP (VBN produced) (PP (IN in) (NP (DT the) (NN area))))) (. .))),"The bountiful region boasts the creation of two locally crafted, fragrant elixirs infused with the enchanting essence of aniseed.","In the verdant confines of this enchanting locale, nectar-like libations are meticulously crafted, their fragrant essence filling the air with tantalizing allure.",Two fragrant aniseed grog be also produced locally.,The fragrant grog be brewed in these parts.,"Verily, yonder local region doth also yield two fragrant brews made of aniseed.","Verily, the fragrant beverages art crafted in this vicinity."
5698e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",telephone,entailment,5698,i'm not sure what the overnight low was,( i ( ( 'm not ) ( sure ( what ( ( the ( overnight low ) ) was ) ) ) ) ),(ROOT (S (NP (FW i)) (VP (VBP 'm) (RB not) (ADJP (JJ sure) (SBAR (WHNP (WP what)) (S (NP (DT the) (JJ overnight) (NN low)) (VP (VBD was)))))))),I don't know how cold it got last night.,( I ( ( ( do n't ) ( know ( ( how cold ) ( it ( got ( last night ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADJP (WRB how) (JJ cold)) (S (NP (PRP it)) (VP (VBD got) (NP (JJ last) (NN night))))))) (. .))),"Alas, the depths of my uncertainty plunge me into a state of bewilderment, as I am unable to discern the nocturnal depths to which the mercury hath descended.","Alas, the knowledge of the icy depths that pervaded the darkness shrouded my understanding, for I know not how cold the eve of the moon greeted us.","Ahoy matey, I be not certain what the overnight low be.","I be not knowin' how cold it got last night, matey.","Methinks, I am uncertain of the measure of the lowest degree amid the night.",Alas! Mine own knowledge fail to unveil the degree of coldness that did besiege the night prior.
125699n,"['neutral', 'neutral', 'neutral', 'contradiction', 'neutral']",slate,neutral,125699,"In my Crossfire days, I was patronized even by Sam Donaldson.","( ( In ( my ( Crossfire days ) ) ) ( , ( I ( ( was ( ( patronized even ) ( by ( Sam Donaldson ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN In) (NP (PRP$ my) (NNP Crossfire) (NNS days))) (, ,) (NP (PRP I)) (VP (VBD was) (VP (VBN patronized) (ADVP (RB even)) (PP (IN by) (NP (NNP Sam) (NNP Donaldson))))) (. .)))",I had many many fans during my Crossfire days.,( I ( ( had ( ( many ( many fans ) ) ( during ( my ( Crossfire days ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBD had) (NP (NP (JJ many) (JJ many) (NNS fans)) (PP (IN during) (NP (PRP$ my) (NNP Crossfire) (NNS days))))) (. .))),"During the halcyon days of my Crossfire tenure, I basked in the unwavering patronage of none other than the venerable Sam Donaldson himself.","In the days of yore, when I adorned the stage of Crossfire, I was blessed with a multitude of devoted admirers, whose numbers seemed to rival the twinkling stars in the celestial expanse.","In me Crossfire days, I was patronized even by ol' Sam Donaldson, arrr.",I had many many hearties during me Crossfire days.,"In the days of my Crossfire, I was even patronized by none other than Sam Donaldson.",I hadeth a multitude of admirers during mine Crossfire days.
99670c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",government,contradiction,99670,These runs could cost far more than the value of the small improvement in service.,( ( These runs ) ( ( could ( ( cost ( far more ) ) ( than ( ( the value ) ( of ( ( the ( small improvement ) ) ( in service ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT These) (NNS runs)) (VP (MD could) (VP (VB cost) (ADVP (RB far) (RBR more)) (PP (IN than) (NP (NP (DT the) (NN value)) (PP (IN of) (NP (NP (DT the) (JJ small) (NN improvement)) (PP (IN in) (NP (NN service))))))))) (. .))),The runs are small compared to the improvement in service.,( ( The runs ) ( ( ( are small ) ( compared ( to ( ( the improvement ) ( in service ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS runs)) (VP (VBP are) (ADJP (JJ small)) (PP (VBN compared) (PP (TO to) (NP (NP (DT the) (NN improvement)) (PP (IN in) (NP (NN service))))))) (. .))),The expenses incurred from these runs have the potential to exceed considerably the worth of the marginal enhancement in service.,The diminutive magnitude of runs pales in comparison to the monumental strides undertaken to elevate the realm of service.,"These runs could cost farrr more than the value of the wee improvement in service, matey.",The doubloons be small compared to the improvement in service.,Methinks these travels may prove more costly than the value of the meager amelioration in service.,The runs art but petty in comparison to the noble advancement in service.
19668n,"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",telephone,entailment,19668,okay and and i think we just hang up i don't think we have to do anything else,( ( ( okay ( ( and and ) i ) ) ( think ( we ( just ( ( hang up ) i ) ) ) ) ) ( ( do n't ) ( think ( we ( have ( to ( do ( anything else ) ) ) ) ) ) ) ),(ROOT (S (NP (NP (NN okay) (CC and) (CC and) (NN i)) (SBAR (S (VP (VBP think) (S (NP (PRP we)) (VP (ADVP (RB just)) (VB hang) (PRT (RP up)) (NP (FW i)))))))) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB do) (S (NP (NN anything)) (ADJP (RB else))))))))))))),"We don't have to do anything else but put the phone down, I think. ","( ( We ( ( ( ( do n't ) ( have ( to ( do ( anything else ) ) ) ) ) but ) ( ( put ( the phone ) ) down ) ) ) ( , ( I ( think . ) ) ) )","(ROOT (S (S (NP (PRP We)) (VP (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB do) (S (NP (NN anything)) (ADJP (RB else)))))))) (CC but) (VP (VBP put) (NP (DT the) (NN phone)) (PRT (RP down))))) (, ,) (NP (PRP I)) (VP (VBP think)) (. .)))","With great reason and deliberation, I dare say that it is time for us to part ways, for there is naught else left for us to attend to.","I am of the opinion that there is no need for any further action on our part, save for the tranquil act of setting aside our telephonic apparatus.","Arr, me thinks we just be hangin' up, no need to be doin' anythin' else, matey.","We don't be havin' to be doin' anythin' else but put the phone down, me thinks.","Verily, methinks we should part ways anon, forsooth, I deem there is naught else to be done.","We need not engage in any other task but to set the phone aside, methinks."
120967c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",slate,contradiction,120967,"ran toward us rather slowly, like people finishing their run.","( ( ( ( ( ran ( toward us ) ) ( rather slowly ) ) , ) ( like ( people ( finishing ( their run ) ) ) ) ) . )","(ROOT (S (VP (VBD ran) (PP (IN toward) (NP (PRP us))) (PP (RB rather) (ADVP (RB slowly))) (, ,) (PP (IN like) (NP (NP (NNS people)) (VP (VBG finishing) (NP (PRP$ their) (NN run)))))) (. .)))","They ran toward us with amazing speed, like they were racing.","( They ( ( ( ( ( ran ( toward us ) ) ( with ( amazing speed ) ) ) , ) ( like ( they ( were racing ) ) ) ) . ) )","(ROOT (S (NP (PRP They)) (VP (VBD ran) (PP (IN toward) (NP (PRP us))) (PP (IN with) (NP (JJ amazing) (NN speed))) (, ,) (SBAR (IN like) (S (NP (PRP they)) (VP (VBD were) (VP (VBG racing)))))) (. .)))","With a leisurely pace, akin to weary individuals triumphantly concluding their fervent sprint, they approached us.","In an awe-inspiring display reminiscent of sprinting deities, they surged forth in our direction, their movements imbued with an extraordinary celerity, as if propelled by cosmic forces.","Set sail toward us rather slowly, like scallywags finishin' their run.","They be rushin' toward us with extraordinary haste, like they be in a race.","Hitherward did they approach us at a tardy pace, akin to the cessation of a weary jog.","Hither they didst hasten toward us with wondrous quickness, akin to a race."
9798c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",fiction,contradiction,9798,Oh yeah? San Barenakedino? How's he? Clarisse and Onardo both asked.,( ( Oh ( ( ( ( yeah ? ) ( San Barenakedino ) ) ? ) ( How ( ( 's he ) ? ) ) ) ) ( ( ( Clarisse and ) Onardo ) ( ( both asked ) . ) ) ),(ROOT (S (S (VP (VBG Oh) (NP (NP (NN yeah)) (. ?) (NP (NNP San) (NNP Barenakedino)) (. ?) (SBARQ (WHADVP (WRB How)) (SQ (VBZ 's) (NP (PRP he))) (. ?))))) (NP (NNP Clarisse) (CC and) (NNP Onardo)) (VP (ADVP (DT both)) (VBD asked)) (. .))),Clarisse and Onardo don't care how San Barenakedino is doing.,( ( ( Clarisse and ) Onardo ) ( ( ( do n't ) ( care ( how ( ( San Barenakedino ) ( is doing ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Clarisse) (CC and) (NNP Onardo)) (VP (VBP do) (RB n't) (VP (VB care) (SBAR (WHADVP (WRB how)) (S (NP (NNP San) (NNP Barenakedino)) (VP (VBZ is) (VP (VBG doing))))))) (. .))),"Pray, do tell me, how fares the esteemed San Barenakedino? Such a dainty inquiry was made by none other than the gentle Clarisse and the noble Onardo.","The hearts of Clarisse and Onardo remain unmoved by the plight of San Barenakedino, for it bears no relevance to their noble concerns.","Avast? San Barenakedino? 'Ow be he, ye scurvy dogs? Clarisse and Onardo, they be questionin'.",Clarisse and Onardo don't be givin' a squid's eye 'bout how San Barenakedino be farin'.,"Oh aye? San Barenakedino, prithee? How doth he faring? Clarisse and Onardo both inquired.",Methinks Clarisse and Onardo careth not for the well-being of San Barenakedino.
121591n,"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral']",travel,neutral,121591,Some travelers add Molokai and Lanai to their itineraries.,( ( Some travelers ) ( ( ( add ( ( Molokai and ) Lanai ) ) ( to ( their itineraries ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS travelers)) (VP (VBP add) (NP (NNP Molokai) (CC and) (NNP Lanai)) (PP (TO to) (NP (PRP$ their) (NNS itineraries)))) (. .))),Molokai and Lanai are out of the way and harder to plan for.,( ( ( Molokai and ) Lanai ) ( ( are ( ( ( out ( of ( the way ) ) ) and ) ( harder ( to ( plan for ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Molokai) (CC and) (NNP Lanai)) (VP (VBP are) (ADJP (ADJP (JJ out) (PP (IN of) (NP (DT the) (NN way)))) (CC and) (ADJP (JJR harder) (S (VP (TO to) (VP (VB plan) (PP (IN for)))))))) (. .))),"In the grand expedition of wanderlust, a number of intrepid explorers delight in incorporating the captivating and enchanting isles of Molokai and Lanai into their meticulously curated itineraries.","Molokai and Lanai, nestled in the embrace of nature's splendor, lie off the beaten path, their charms hidden from the hurried traveler. Unlike their more accessible counterparts, these paradises present a delightful challenge in devising a meticulous itinerary.",Some mateys be addin' Molokai and Lanai to their itineraries.,Molokai and Lanai be out o' th' way an' harder to plan for.,"Verily, some wanderers doth append Molokai and Lanai unto their list of destinations.","Molokai and Lanai, prithee hear, doth lie off the beaten track, hence more arduous to arrange for."
8797n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",travel,neutral,8797,Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.,( Also ( ( beyond city ) ( limits ( ( is ( ( the ( Legacy ( Golf Club ) ) ) ( in ( ( the ( nearby suburb ) ) ( of Henderson ) ) ) ) ) . ) ) ) ),(ROOT (S (ADVP (RB Also)) (PP (IN beyond) (NP (NN city))) (NP (NNS limits)) (VP (VBZ is) (NP (NP (DT the) (NNP Legacy) (NNP Golf) (NNP Club)) (PP (IN in) (NP (NP (DT the) (JJ nearby) (NN suburb)) (PP (IN of) (NP (NNP Henderson))))))) (. .))),The Legacy Golf Club is outside the city limits so it can serve alcohol year round.,( ( The ( Legacy ( Golf Club ) ) ) ( ( ( is ( outside ( the ( city limits ) ) ) ) ( so ( it ( can ( serve ( alcohol ( year round ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNP Legacy) (NNP Golf) (NNP Club)) (VP (VBZ is) (PP (IN outside) (NP (DT the) (NN city) (NNS limits))) (SBAR (IN so) (S (NP (PRP it)) (VP (MD can) (VP (VB serve) (NP (NN alcohol) (NN year) (NN round))))))) (. .))),"Additionally, transcending the confines of the urban landscape, lies the exquisite Legacy Golf Club nestled in the quaint suburban haven of Henderson.","Situated gracefully in the outskirts of the urban sprawl, lies The Legacy Golf Club, blessed with the privilege to offer its esteemed guests the exquisite pleasure of indulging in libations throughout the entire calendar year.",Also beyond city limits be th' Legacy Golf Club in th' nearby suburb of Henderson.,"Arrr, The Legacy Golf Club be outside the city limits so it can serve grog year round.","Verily, beyond the city's confines doth lie the Legacy Golf Club in the neighboring suburb of Henderson.","The Legacy Golf Club doth lie beyond the city's limits, hence hath it the privilege to imbibe spirits throughout the seasons."
90839e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",slate,entailment,90839,Numbers began wafting about on the  I'd say at least five,( Numbers ( began ( ( wafting ( about ( on ( the I ) ) ) ) ( 'd ( say ( ( at least ) five ) ) ) ) ) ),(ROOT (S (NP (NNS Numbers)) (VP (VBD began) (SBAR (S (NP (NP (VBG wafting)) (PP (IN about) (PP (IN on) (NP (DT the) (NN I))))) (VP (MD 'd) (VP (VB say) (NP (QP (IN at) (JJS least) (CD five)))))))))),The numbers were coming around.,( ( The numbers ) ( ( were ( coming around ) ) . ) ),(ROOT (S (NP (DT The) (NNS numbers)) (VP (VBD were) (VP (VBG coming) (PRT (RP around)))) (. .))),"The ethereal essence of numbers commenced its graceful dance in the vast realm of my perception, gently floating and swirling, encapsulating an iridescent symphony of mathematical marvels. I would dare to venture that, in this delightful numerical spectacle, the illustrious presence of no fewer than five digits was unveiled before my very eyes.","The graceful dance of numbers commenced its mesmerizing spectacle, swirling and twirling in a majestic circle.","Numbers began floating about on the sea, I'd reckon at least five.",The numbers were comin' 'round.,"Lo! Numbers hath commenced to waft upon the fragrant air. Methinks, mayhaps five or perchance more.",The digits were approaching.
25116e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",fiction,entailment,25116,It's mighty lucky you did say it.,( It ( ( 's ( mighty ( lucky ( you ( did ( say it ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (RB mighty) (JJ lucky) (SBAR (S (NP (PRP you)) (VP (VBD did) (VP (VB say) (NP (PRP it)))))))) (. .))),Its lucky that you said it.,( Its ( ( lucky ( that ( you ( said it ) ) ) ) . ) ),(ROOT (S (NP (PRP$ Its)) (VP (VBZ lucky) (SBAR (IN that) (S (NP (PRP you)) (VP (VBD said) (NP (PRP it)))))) (. .))),It is a stroke of tremendous luck that you have expressed such sentiment.,Fortunate it is that you have voiced such sentiment.,'Tis mighty lucky ye did say it.,'Tis lucky that ye said it.,'Tis wondrously fortunate thou didst utter it.,Fortunate art thou for uttering such words.
20181e,"['entailment', 'neutral', 'neutral', 'neutral', 'neutral']",government,neutral,20181,"What the judge really wants are the facts -- he wants to make a good decision, he said.","( ( What ( ( the judge ) ( really ( wants ( are ( ( ( the facts ) -- ) ( he ( wants ( to ( make ( a ( good decision ) ) ) ) ) ) ) ) ) ) ) ) ( , ( he ( said . ) ) ) )","(ROOT (S (SBAR (WHNP (WP What)) (S (NP (DT the) (NN judge)) (ADVP (RB really)) (VP (VBZ wants) (SBAR (S (VP (VBP are) (NP (NP (DT the) (NNS facts)) (: --) (S (NP (PRP he)) (VP (VBZ wants) (S (VP (TO to) (VP (VB make) (NP (DT a) (JJ good) (NN decision)))))))))))))) (, ,) (NP (PRP he)) (VP (VBD said)) (. .)))",The judge does his job when he gets the facts.,( ( The judge ) ( ( ( does ( his job ) ) ( when ( he ( gets ( the facts ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN judge)) (VP (VBZ does) (NP (PRP$ his) (NN job)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ gets) (NP (DT the) (NNS facts)))))) (. .))),"The esteemed judge, in his unyielding pursuit of justice, yearns for naught but the immutable truths that lie before him. His noble intent is to meticulously examine the evidence so as to render a sage and discerning verdict, as he himself did avow.","The eminent judge dutifully executes his solemn duties, deftly procuring the pertinent facts required for the impartial administration of justice.","Arr! What the judge be really wantin' be the facts -- he be wantin' to make a good decision, he said.","The judge be doin' his job proper when he be gettin' the facts, matey.","The judge doth verily desireth the facts - he seeketh to maketh a fair judgement, quoth he.",The honorable judge fulfill his obligation by obtaining the pertinent facts.
